title|llm_output|filtered_count
 Did Anonymous Just Release Records PROVING Ted Cruz Ordered Prostitutes Through DC Madam? (SCREENSHOTS)|fake|10
Britain's Johnson says as May heads to Brussels: time to begin serious Brexit talks|true|10
Mattis says will try to work with Pakistan 'one more time'|fake|10
 Republican’s Excuse For Cutting Food Stamps: The Bible Says Unemployed ‘Shall Not Eat’|true|7
Green Party files for vote recount in Wisconsin: state election commission|true|10
"EU's Tusk says important to end ""devastation"" of Poland's reputation"|true|10
JILL STEIN CONCEDES Recount In Michigan In Bizarre Press Conference [VIDEO]|fake|10
(Video) CNN Anchor Mocks ‘pitiful’ Hillary Campaign Watch Party|fake|9
As Germans clip Merkel's wings, Brussels braces for turbulence|fake|9
SYRIA CEASEFIRE? Lavrov, Kerry Agree to Fight Al-Nusra, No Strikes on ‘Rebels,’ Aleppo Relief|fake|10
Head of Russian general staff reassures NATO over war games: RIA|true|10
British PM May vows to stay as party plotters attempt to topple her|true|10
Senator Cruz opposes Republican healthcare bill, casting doubt on vote: Politico|fake|10
 Instead Of Tip, ‘Christian’ Trump Supporter Leaves Waitress UNBELIEVABLY Sexist Note (IMAGE)|fake|9
Three CEOs resign from Trump council over Charlottesville|true|10
Indonesian minister to meet Suu Kyi amid protests over Rohingya|true|10
 Paul Ryan’s New Economic Plan Is Just Gawd Awful (VIDEO)|fake|10
TRUMP SPOKESPERSON THREATENS Trump Rally On Martha’s Vineyard During Obama’s Vacation|fake|8
CORRUPT STATE DEPARTMENT Deletes Key Info From Press Conference…Who Demanded This?|fake|10
COAL WORKER CONFRONTS HILLARY CLINTON On Putting Coal “Out Of Business” [Video]|true|5
Japan's emperor draws record birthday crowd as he prepares to abdicate|true|10
Trump expected to unveil new Cuba policy as early as next Friday: sources|true|10
Germany: Rule of law must hold in Spain|true|10
Factbox: A look at U.S. healthcare spending as Obamacare repeal looms|true|10
New Jakarta governor faces backlash for racially tinged speech|true|10
Florida prepares for powerful Hurricane Irma|fake|3
CLASSIC TRUMP! President Trump Announces Where He’ll Be On Eve Of White House Correspondents Dinner…CHECK MATE!|fake|10
'Let's get emotional' says German SPD, struggling to oust Merkel|true|10
MEDIA COULDN’T BE FOUND DURING BENGHAZI SCANDAL…But Watch Them Sprint After Hillary’s “Scooby” Van To Catch Her First Campaign Stop|fake|8
Spanish PM, in Catalonia, calls for big turnout at December election|fake|8
Danish submarine owner has not said how journalist died: police|fake|6
U.S. envoy says expects Russia to maintain big presence in Syria|true|9
SAUDI ARABIA’S Secret Holding Of U.S. Debt A Big Deal|fake|10
Syrian Kurdish YPG accuses Turkey of Afrin aggression|true|10
WATCH LIBERAL CNN LAWYER Skewer “Village Idiot” Hillary Clinton: “Clear Violations Of Federal Records Act”|fake|1
WHOA! FORMER DEMOCRAT CONGRESSWOMAN Reveals Hillary’s Criminal Past [VIDEO]|fake|10
U.S. spy chief to resign as Trump takes office|true|9
 WATCH: Fox News Host Loses Her Sh*t, Says Investigating Russia For Hacking Our Election Is Unpatriotic|fake|10
 David Letterman Calls For ‘Damaged’ Donald Trump To Get A Psychological Exam|fake|9
Hey Packers and Bears: We Don’t Lock Arms for the National Anthem! [Video]|fake|10
European Parliament wants Britain to end discrimination against EU citizens: draft|fake|10
Kremlin warns of mutual damage if Ukraine cuts diplomatic ties|true|10
 ‘Christian’ Dad Beat Daughter With Frozen Bacon While Quoting Bible — For Jesus|fake|4
HILARIOUS! Random French People Say They’d Gladly House A Refugee Until Interviewer Surprises Them With Refugee To Take Home [VIDEO]|fake|9
JUDGE JEANINE PIRRO Hammers Hillary’s Foreign Policy Hypocrisy In Her Opening Statement [Video]|fake|9
U.S. Energy Department balks at Trump request for names on climate change|fake|4
 Millennial And Latino Disgust With Republicans Reaches All Time Highs (POLL)|fake|10
COMMUNIST VIETNAMESE LEADER THANKS U.S. Anti-War Activists For Helping With Their Victory Only Days Before Obama’s Visit|fake|10
BREAKING ENERGY DEPARTMENT AUDIT REVEALS SHOCKING PRICE TAG AND LIABILITY FOR OBAMA’S GREEN ENERGY FAILURES|fake|10
PROBLEM: Trump vs. The US Intelligence Machine|true|10
Trump undermining stability with Jerusalem move: Germany's Schulz|true|8
OOPS…MAINSTREAM MEDIA Won’t Show You This Video…London Citizens Yell: “DONALD TRUMP, WE LOVE YOU!”|fake|10
CATHOLICS SHOULD BE Singing Donald Trump’s Praises After He Boldly Defended Life, While Hillary Was Forced To Admit Support For Barbaric Partial-Birth Abortion|fake|10
Trump's Jerusalem move will hasten Israel's destruction: Iran|true|10
 Are Republicans Abandoning Their War On The Poor To Fight Back Against Trump?|true|10
Discord among Republicans already weighs on Trump's tax plan|true|10
PITTSBURGH POLICE OFFICERS Boycotting Race Baiting Diva Beyoncé’s Concert May Be FORCED To Work|fake|10
THE “PEACEFUL” TRANSITION Of Power Continues As Domestic Terrorists Light Limo In D.C. On Fire [VIDEO]|fake|10
TEN INCIDENTS IN TEN DAYS That Prove TRUMP Right on Sweden’s Mass Muslim Migration Problem [VIDEO]|fake|8
 Secret Memo Shows That Every Single Congressman Could Be Hit In Russian Investigation|fake|10
 This Liberal Live Tweeted His Trump Rally Experience And It Is GLORIOUS (TWEETS)|fake|10
 Kellyanne Conway’s Husband Just Publicly Bashed Trump’s Travel Ban While She Was Defending It On TV|fake|10
UK PM May could have more to say on Brexit money at EU summit: spokeswoman|true|8
 Meet The Brave Republican Women Who Are Supporting Clinton In The Boldest #NeverTrump Move Yet|fake|10
FBI AGENT Who ‘Found Nothing’ on Huma and Anthony Weiner’s Laptops in Record Time Right Before Election is Same Agent FIRED by Mueller for Anti-Trump Texts|fake|7
 ‘Racist’ And ‘Reprehensible’: How Joe Biden Just Took Trump Down (VIDEO)|fake|7
WHOA! Did “White Supremacist” Who Organized Charlottesville Protests Work For CNN? Were Protests Manufactured To Create Hate For Right and Trump?|fake|9
 Elizabeth Warren Goes Off On Trump In Totally EPIC Series Of Tweets|fake|10
 WATCH: Joy Reid CRUSHES Trump Supporter For Saying She’s Not On America’s Side|fake|10
U.S. says China acknowledged goal of reducing bilateral trade deficit|true|2
CIA nominee seeks to repair damage from Trump feud with spy agencies|true|10
PRO-TRUMP GOP Senate Candidate Turns Tables On Liberal Rag, The Boston Globe…Calls Them “The White Supremacist” For Omitting His Name From GOP Candidates Running against FAKE Indian Elizabeth Warren|fake|10
 Newsweek Just Made Their BEST Cover Ever And People Are Freaking Out|fake|8
Ten bodies found in mass grave in Myanmar: army newspaper|true|10
WOW! Sarah Palin’s Stunning AZ Vacation Home Goes On Market [PHOTOS]|fake|10
JUDGE WHO COULD REPLACE SCALIA Has No Track Record On Social Issues EXCEPT This Big Ruling|fake|9
'At the doors of starvation:' siege strangles Damascus suburbs|fake|9
 WATCH: Trump Campaign Manager Crashes And Burns When Grilled About Immigration Plan|fake|10
Indonesian school a launchpad for child fighters in Syria's Islamic State|true|10
Austria's conservatives want schools to make 'sufficient' German compulsory|true|5
Turkey detains 136 for suspected ties to coup plotters: agency|true|10
Russia's Lavrov tells Tillerson important not to allow new U.S. strikes in Syria|true|10
 Johnny Depp GOES OFF On Donald Trump: He’s ‘A BRAT!’ (VIDEO)|true|9
Some Republican lawmakers urge Trump not to reverse Cuba opening|true|10
 WATCH: Obama Celebrates Jobs Win, Drops Truth Bomb That Will Make GOP Squeal (IMAGE)|fake|7
 Morning Joe HAMMERS Republicans For Sucking Up To Putin (VIDEO)|fake|9
Court hearing on Trump travel ban draws more than 2.6 million listeners|true|10
 Sarah Palin Crushes Ted Cruz After He Correctly Identifies Her As An Idiot (IMAGE)|fake|10
 Trump Supporter Kicked Out Of Trump Rally; Bet You Can Guess Why (VIDEO)|fake|10
LAURA INGRAHAM’S Brilliant Idea On How To Shake Up Liberal College Campuses [Video]|fake|9
(VIDEO) UNBELIEVABLE PUNISHMENT FOR SEXUAL PREDATOR AT THE EPA WHO WAS ‘FED A STEADY DIET OF INTERNS’|fake|9
OBAMA CRITICIZES TRUMP For Comments About Illegals And Muslim Refugees…But What About THIS Video Of Obama’s Top 5 Most Violent Quotes About AMERICAN CITIZENS?|fake|10
British aid minister resigns over undisclosed meetings in Israel|true|9
DEM REP, WIFE OF FELON CAUGHT On Tape Bragging About Inciting Violence At Trump Rallies, Makes Hilarious Claim About Number Of Seats Democrats Will Take In 2018 [VIDEO]|true|9
LOL! RADIO STATION HOSTS Car Wash For Veterans…Uses NFL Jerseys To Wash Cars|fake|10
LOL! LIBERAL HACK JOY REID Tries To Turn Death of 4 U.S. Soldiers In Niger Into Trump’s Benghazi…Gets HUMILIATED When She Finds Out Who Sent Troops There|fake|8
 BREAKING: Acting FBI Director McCabe Contradicts White House, Says Russian Probe Will Continue|true|10
Turkey detains more than 160 Islamic State suspects in Ankara|true|10
PELOSI LOSES IT: Calls Tax Cuts ‘End of the World’…’Armageddon!’ [Video]|true|3
Trump Jr., Manafort agree to negotiate over interviews by Senate panel|true|10
JUDGE NAPOLITANO AGREES WITH TRUMP: AG Sessions Shouldn’t Have Recused Himself [Video]|true|10
House votes to protect 'dark money' political donors|true|10
Factbox: Trump to meet with Linda McMahon, Gen. John Kelly, U.S. prosecutor|true|10
Few expect Trump's 15-percent corporate tax rate: Deloitte survey|true|10
WATCH! TRUMP SUPPORTER “BIG JOE” Surrounded By Women’s March In Los Angeles: “Political correctness is a disease!” [Video]|fake|8
Fractured Republicans come together in face of Trump triumph|true|10
 Bernie Sanders Has PERFECT Response To Man Ranting About ‘Zionist Jews’ At NY Rally (VIDEO)|fake|9
 Court Decides Scott Walker’s ‘Right-To-Work’ Law Is Unconstitutional|fake|10
Xi says China will let the market play decisive role in resource allocation|true|10
Obama’s Legacy: Washington is Lying About ISIS, and Lying About Syria|true|10
China says foreign press welcome, as some media outlets excluded from key event|true|7
OOPS! OBAMA Tells Troops No Foreign Terror Attacks Happened On His Watch: Here’s Complete List Of RADICAL ISLAMIC TERROR Attacks On US Soil During His Presidency [VIDEO]|fake|9
Trump plans to keep Comey as FBI director: source|true|10
BREAKING: OBAMA CAUGHT ON LIVE TV Telling Illegal Aliens It’s OK To Vote…Promises The Law Will Not Come After You! [Video]|fake|10
 Here’s What The World’s Top Economist Is Saying About Bernie Sanders|fake|4
Thailand's ousted PM Yingluck has fled abroad: sources|fake|10
 Twitter Mocks The Hell Out Of Trump For Latest Poorly-Spelled Screed Against Obama (TWEETS)|fake|10
DEMOCRATS FUMING Over Vote To Keep “Hurtful” Word In Library Of Congress|fake|10
New York City budget boss to state: We're not a 'piggy bank'|true|10
BIG MISTAKE! HILLARY JUST Proved To America She’s Committed To Keeping Obama’s Divisive Race War Going|fake|9
WOW! DEMOCRAT DENNIS KUCUNICH WARNS: Deep State Is Trying to Take Down The President – It Needs to Stop|fake|10
British government extends northern Ireland talks deadline|fake|9
LYING WHITE HOUSE PRESS SECRETARY: “OBAMA HAS SCRATCHED AND CLAWED FOR THE MIDDLE CLASS”|fake|1
LIBERTARIAN Gary Johnson ENDORSES Black Lives Matter, Anti-Cop Terror Group [VIDEO]|true|10
JESSE WATTERS Takes On Young Anti-Trump Protesters: “He said that black people are ignorant” [Video]|true|9
U.S. attorney general says people should just 'say no' to opioids|fake|1
Trump picks Lockheed executive Rood for top Pentagon policy post|true|10
THE PURGE: NYC Mayor De Blasio to Review ‘All Symbols of Hate” on City Property|fake|10
ARMY OF ISIS Scientists Ready To Wage War Against EU: Have Already Smuggled Chemical, Biological And Nuclear Weapons Across Borders|fake|10
 Guess Which Republican Candidate Helped KKK Chapters More Than Double Last Year (VIDEO)|fake|10
EXPOSED: REASON FOX NEWS Doesn’t Want Donald Trump On The Debate Stage… And Which Candidate They’re Pushing For|true|10
 Watch As The Right Changes History Before Your Very Eyes On Tubman And Jackson (SCREENSHOTS)|true|10
LEFTIST FREAKS OPENLY CALL For Non-Peaceful Inauguration Actions: “We Are Not In Favor Of A Peaceful Transition Of Power…After The Election, You Saw This Great Spontaneous Upsurge In Spontaneous Anger In The Streets” [VIDEO]|fake|6
KREEPY KAINE Says Voting For Hillary Will Help To Put American Women More On Par With Women In Iraq, Afghanistan And Rwanda|fake|5
 Trump’s New ‘Christian Policy’ Advisor ACTUALLY Thinks He Can Control The Weather (VIDEO)|fake|6
Women drivers seen reviving Saudi car market|fake|9
BRITAIN’S THERESA MAY Refuses To Wear Headscarf On Saudi Arabia Visit…Media Compares Her Bravery To Hillary, Michelle Obama…But We Have Pictures That Tell A Different Story|true|10
Twelve North African stowaways sent home after three-month ferry ordeal|fake|4
Voting extended in North Carolina but not in Colorado after court requests|fake|9
New York's Cuomo unveils rights initiative, says election spawned 'social crisis'|fake|6
Tax overhaul drama moves to Senate as House approves its bill|true|9
Clinton faces pressure to pick VP who is tough on trade, Wall Street|true|10
Another debate brawl? Fox News, Kelly set for Trump rematch|true|10
Facebook Partners With Snopes & Other So-Called ‘Fact Checking’ Sites to Burry ‘Fake News’|fake|10
CA DEMOCRATS HAVE SOLUTION TO MASSIVE Health Care Costs…Assisted Suicide|fake|10
 This Amazing Photo Shows The POWER Women Have When They Vote|fake|10
Trump's Pentagon choice says U.S. needs to be ready to confront Russia|true|8
 RNC BANS Watchdog That Has Attended The GOP Convention EVERY YEAR Since 1996|true|10
HILLARY FINALLY Makes Statement On Sexual Predator and Mega-Democrat Donor Harvey Weinstein…Gets DESTROYED By Bill Clinton Rape Accuser|fake|1
Egypt military carries out air strikes in area of Sinai mosque attack: security sources|true|8
CRIES OF RACISM AFTER NYC MUSEUM KICKS OUT ROWDY HIGH SCHOOLERS|fake|10
Republican wins Senate runoff in Louisiana, giving party 52 seats|true|10
Canada's Trudeau warns against 'tempting shortcuts' in NAFTA renegotiations|true|10
Trump launches petition against NFL players' anthem protests|fake|10
Trump's $250 billion China 'miracle' adds gloss to 'off-kilter' trade|true|9
China gets an early win off Trump, but many battles remain|true|9
 Female GOP Leader RAGE QUITS Over Party’s Support For Trump’s Serial Sexual Assaults|fake|3
New Hampshire legislature blocks bill on transgender rights|true|10
Canada to expel Venezuelan diplomat in retaliatory move|fake|7
KICK BUTT MOM Sends BRUTAL Message to Rioting, Crybaby Anti-Trump Punks: “If you’re on any government assistance…I would cut you off!”|fake|6
 Leaked Footage Exposes Astonishing And Criminal Antics Of Catholic Priest In His Own Church (VIDEO)|fake|10
HILLARY CAUGHT IN THE ACT OF Breaking The Law In NY To Get Votes [VIDEO]|fake|10
Senate confirms Mulvaney as Trump's budget director|fake|10
 Liberal Group Trolls Trump At Roy Moore Rally In The Best Possible Way (VIDEO)|fake|10
U.S.-led jets strike in Syria to block Islamic State evacuation deal|true|10
Powerful Texas Republican sees tough road for 'bathroom bill'|true|10
CLINTON COVERUP: WHY WAS MAJOR CLINTON CRONY Put On Sensitive Intelligence Board? [Video]|fake|10
(VIDEO) WATCH GOV RICK PERRY SQUIRM AS TRUMP TRAVELS TO TEXAS BORDER TOMORROW|fake|10
Republican establishment bails on Alabama candidate after sex allegations|true|10
“Anti-Muslim”, “Anti-Female” Trump Makes Critics Look Foolish When he Does THIS for Group of Afghan Schoolgirls|fake|10
U.S. Senator Hatch says 25 percent corporate rate a challenge in tax reform|fake|10
LOL! Marshawn Lynch’s Mommy Comes To Her Son’s Defense After Trump Calls Him Out For Disrespecting U.S. Flag During NFL Game In Mexico: “what NFL team do Trump own ?”|fake|10
Kenyan police disperse protests against election commission|true|10
 How Republicans Plan To Steal The 2016 Election (VIDEO)|fake|10
After weeks of secrecy, Senate to unveil healthcare bill|fake|9
A VOTE FOR HILLARY IS A VOTE FOR WW III: Are You ‘With Her’ Nuclear Holocaust? [Video]|fake|10
More Fake News: Mainstream Media Lies About Trump ‘Evicting’ White House Press Corp|fake|7
Contrasting realities in Libya for French minister's visit|true|10
German coalition talks delayed until Friday: sources|true|10
 Being Transgender Could Soon Mean You’re A Sex Offender In Arkansas If GOPer Gets Her Way|fake|8
'We like Paris but are a bit scared,' Chinese tourists say after muggings|fake|10
Cameroon Anglophone regions to shut Nigeria border over protests|true|9
WOW! Huckabee Asks Nancy Pelosi If She’s “Racist” Or “Just Dumb” Over Dr. Ben Carson Comments|fake|10
 Donald Trump Hilariously Gets Owned On Twitter For Blaming Media For Anti-Semitic Post (TWEETS)|fake|8
Assad adviser says Turkish, U.S. forces 'illegal invaders' in Syria|fake|10
“GREXIT”? GREEKS VOTE NO ON MORE AUSTERITY IN RETURN FOR RESCUE LOANS|true|10
DIGITAL TYRANNY: Google and Facebook’s Automated Censorship Program (I Hope You Can Speak Chinese)|fake|10
INDIANA: “BLACK MALE” FIRES Several SHOTS At Truck With Make America Great Again, USA Flags…HELP Police Find Him|fake|9
 Kushner Takes The Only Life Boat, Watches Junior And Manafort Drown From The Shore|fake|6
SHERIFF WON’T ENFORCE GUN CONTROL LAW HE CALLS ‘BORDERLINE TREASONOUS’|fake|8
LEFT GOES NUTS After Antifa Woman Attacking Trump Supporter Got Punched…That Was Before This Photo Revealed What She Had In Her Hand [VIDEO]|fake|9
 Trump’s Right-hand Man Threatens ‘BLOODBATH’ If Election Is Hijacked From Trump (VIDEO)|fake|10
"""It would be huge"": U.S. border town confronts possible import tax"|fake|10
Kremlin sees 'extremely negative' consequences if U.S. quits Iran nuclear deal|fake|4
 Dem Rep. Calls Out GOP, Urges More Of Them To Rebuke Sexist Trump (TWEETS)|true|10
China newspapers say call with Taiwan's Tsai shows Trump's inexperience|true|10
Green groups fund-raise against Trump’s climate stance|true|10
U.S., Mexico nearing deal on sugar: Mexico's Guajardo|fake|4
China says it has freed Swedish bookseller, his whereabouts still unknown|true|10
 ‘Making A Murderer’ Prosecutor Ken Kratz Finds Sickening New Way To Profit From The Avery Case|fake|9
POPE MEETS WITH ANGRY, JEWISH, PR0 LATE-TERM ABORTION, SOCIALIST To Discuss Morality, Phony Climate Change|true|9
AMERICA IS CLOSER TO BECOMING SWEDEN Than You Think…Don’t Believe Us? Watch This…|fake|10
Mexico says cancelling Trump summit would fuel uncertainty|true|8
Trump invites Netanyahu to meeting 'at the first opportunity': Israel|fake|10
Trump's about-face on fund-raising seems unlikely to dent his popularity|true|10
Kansas governor vetoes Medicaid expansion bill|true|10
Chile presidential hopeful Pinera vows to double economic growth|true|8
Pennsylvania governor to let state budget become law|true|8
JESSE WATTERS NAILS IT: You Can’t Drain the Swamp if Your Own Party is “Plugging the Holes” [Video]|fake|8
 WATCH: Reporter Calls Kellyanne Conway And Her Lies ‘The Darkness’ – Her Reply Is INSANELY Ironic|fake|10
House to unveil Obamacare bill after next week|true|10
 Louisiana Cop Claims Murdering A 6-Year Old Child Was Self-Defense|fake|9
 Women Will Get More Elected Representation If Clinton Becomes President|fake|10
FBI to gain expanded hacking powers as Senate effort to block fails|fake|8
Colombia urgently crafting law to allow crime gangs to surrender|fake|2
Argentine mid-term campaign pauses after body found in Patagonia|true|9
House Speaker Ryan attacks Obama trip to Cuba|true|10
CNN ANCHOR’S EFFORT TO TRASH TRUMP BACKFIRES: Louisiana Governor On Trump/Pence Visit “You got the story wrong!”|fake|9
 White Supremacist Marine Kicked Out Of The Corps After Being Busted Doing Nazi Stuff|fake|10
 Trump Voter PANICKING After Realizing Border Wall Will Put Her House In Mexico (VIDEO)|true|10
Tillerson signaled U.S. policy of patience on North Korea is over: White House|true|3
LAWLESS: MUSLIM VIOLENCE And Refusal To Assimilate In These European Countries Have Lead To “Sharia-Law” No-Go Zones [VIDEO]|fake|10
“NEVER-TRUMPER” and Weekly Standard Editor Sends Vile Tweet Mocking VP Pence…Suggests Pence Has Replaced God With President Trump|fake|10
Confirmed: FBI Raids Home of Former Trump Manager Paul Manafort|fake|10
Trump apologizes for lewd talk caught on live microphone in 2005|true|10
Saudi Arabia does not believe Iran abiding by nuclear deal: minister|true|10
Huckabee says he will attend Trump event for veterans in Iowa: CNN|true|10
Netanyahu muzzles Israeli officials on Kurdish referendum|true|10
Trump administration has found only $20 million in existing funds for wall|fake|10
Fire in hotel on Georgia's Black Sea coast kills 11|true|9
WATCH: GOP REP DAVE BRAT TURNED TABLES On #FakeNews CNN…Accused Them Of Collusion With Liberal Media…CNN’s Actions Are “Unethical But Not Illegal”|fake|9
CNN’s JAKE TAPPER Denies Mass Terror Attacks Have Happened in America…Senator Credits “Secret Sauce” [Video]|fake|6
Republicans appear all but certain to pass tax legislation|true|10
[VIDEO] BALTIMORE MAYOR TRIES TO EMBARRASS FOX NEWS REPORTER…White House Suggests Gun Control Will Solve Crime In Baltimore|fake|9
 The Gay Men Killed In Fl. Shooting Would Not Have Been Able To Donate Blood Today|true|10
Out in the cold: New U.S. budget priorities threaten housing aid programs|true|10
STRAIGHT FROM THE HEART! Pres. Trump Speaks To LEO’s About Executive Order: “I listened to a bunch of stuff last night on television that was disgraceful.” [Video]|fake|10
Inspired by 'blasphemy killer', new Pakistani party eyes 2018 vote|fake|8
LAWS ARE FOR THE COMMON MAN…NOT FOR BARRY SOETORO: Obama Gives Work Permits To 2,000 After Judge Ordered Him To Stop|fake|9
Democratic leaders Schumer, Pelosi to dine with Trump Wednesday|true|10
SOUTH KOREA Uses Hilarious Technique To TAUNT North Korea After Soldier Escapes Kim Jong Un’s Hell [VIDEO]|fake|10
Commentary: Party leaders often disliked their nominee. It’s the public vitriol that’s new.|true|10
Violence prompts U.S. Congress to discuss militant threats|true|1
MAINE GOVERNOR: Prove I’m Racist You ‘Socialist C*cksucker!’|fake|9
 New Republican SCOTUS Tactic: Who Needs 9 Justices Anyway?|fake|10
LOL! The Woman Who Couldn’t Be Bothered With Protecting Lives Of Brave Americans Serving In Benghazi Attacks Trump On National Security|fake|10
Pakistan army pushed political role for militant-linked groups|true|10
Saudi king appoints 30 judges, promotes 26 amid anti-graft purge|fake|2
U.S. Inauguration: Historic Day Marks Beginning of Renewed ‘America First’ Era|true|10
Putin says Russia should scrap profit tax on repatriated funds|true|6
WATCH: 3 PRESIDENTS Before Trump Promised To Move U.S. Embassy To Jerusalem|fake|10
Philippine military chief says 'matter of days' before Marawi liberated|true|10
Democratic lawmakers raise pressure on EPA over Icahn's biofuels role|true|10
Former U.S. national security adviser Brzezinski dies at 89|true|10
Rhodes Is Wrong And Trump Could Have The Last Laugh|fake|10
Puerto Rico rescue bill advances to full House vote|true|10
 This Homeless Veteran Receives A Gift From A Child He’ll Never Forget (VIDEO)|fake|7
AMERICAN OWNED DUNKIN’ DONUTS BANS Women Not Accompanied By A Man From Stores In Saudi Arabia|fake|6
'Fierce and formidable' Dlamini-Zuma eyes South Africa's presidency|true|10
MATTEL Features Boy In Girly Barbie Commercial…Doing Their Part To Help Letists Blur The Gender Lines [VIDEO]|true|10
TICKING TIME BOMB: Why More Young Muslims In The West Are Sympathizing With Terrorists|fake|10
Iran strikes deal with Syria to repair power grid|fake|5
MEDIA COULDN’T BE FOUND DURING BENGHAZI SCANDAL…But Watch Them Sprint After Hillary’s “Scooby” Van To Catch Her First Campaign Stop|fake|8
Trump on Twitter (Dec 8) - Hanukkah, Roy Moore, Wells Fargo|true|10
CHICAGO TRUMP RALLY CANCELLED: Radicals And BLM Came Out To Riot Against The Free Speech Of Anyone BUT Them|fake|8
Trump anger at Cohn raises doubts about his White House tenure: sources|true|10
MASS IMMIGRATION, ISLAMIZATION, VIOLENCE TEAR EU APART: Norwegian And Swiss Army Chiefs Prepare For Civil War [VIDEO]|fake|10
NEW POLICY: TSA Can Now Force You To Go Through Body Scanners|fake|10
Unreal! Senior Veteran Randomly Attacked Repeatedly By Thug As Onlookers Did Nothing [Video]|fake|8
 Golf Addicted 70-Year-Old Man Says He ‘Couldn’t Care Less About Golf’|fake|8
BREAKING VIDEO: BRICKS AND ROCKS HURLED AT POLICE BY TEENS (7 injured) IN BALTIMORE AS THEY PREPARE FOR A NIGHT OF MORE VIOLENCE|fake|10
THE “OBAMA BOUNCE”: UKIP Leader Claims Obama’s Insulting Threat To UK Voters BACKFIRED…Actually Drove Voters To Support “Leave EU” Movement|fake|5
Turkey has not seen data on fugitive Raqqa fighters, officials say|true|7
LEFTIST MEDIA DESTROYED Mike Flynn, Cracked Jokes After Horrible LIE Obama’s National Security Advisor Told Media, Families Of Benghazi Victims [VIDEO]|fake|10
WATCH: BEST DESCRIPTION OF UK BREXIT YET…Conservatives Will Stand Up And Cheer!|fake|10
 Trump Whines That FAKE Media Won’t Report His Nonexistent Accomplishments, Gets STOMPED (TWEETS)|fake|10
Turkish police officer shoots prosecutor in Antalya: media reports|true|10
 AL Cops Kill Suicidal Woman After Her Parents Call For Help (VIDEO)|true|10
DISNEY HAS A DISTURBING SURPRISE For Kids Who Watch Their Top-Rated Show Targeted At Kids 6-14 Yrs Old|true|10
 A**hole Of The Day – Michele Bachmann: Muslim ‘Rape Jihad’ Is Destroying ‘Western Christiandom’|fake|9
Iran nuclear deal cannot be renegotiated: Rouhani|true|8
 WATCH: Dumb*ss Trump Supporters Bewilder CNN Host With Delusions Of Illegal Voters|fake|10
Instead of U.S. midterms, Sanders focuses on smaller races|fake|1
Armed group seeks legitimacy with Tripoli migrant deal, source says|true|9
 Google CEO SHREDS Trump’s Immigration Ban For Being Bad For Business And Families|fake|9
Turkish lawyers say decree grants impunity for political violence|true|9
OH MY! ANOTHER GIANT FLY Lands On Hillary Clinton’s Face Mid-Speech [Video]|fake|10
 Two Muslim Men Shot To Death In Queens, Locals Blame Trump (VIDEO)|fake|10
Factbox: Republicans' Obamacare rollback would dump Medicaid expansion, taxes|true|9
YOU WON’T BELIEVE Why Students In Communist Wisconsin Are No Longer Allowed To Chant “U.S.A.” At Sporting Events [VIDEO]|fake|10
 Republicans Go Back To Basics: ‘Stop Asking About Russia Or We’ll Investigate Hillary Again!’|true|10
 Robert Reich Drops MAJOR Dose Of Cold Truth About Trump ‘Hiring’ Ivanka And Her Husband|fake|10
ANDREW BREITBART Warned Us The Occupy Wall Street Movement Would Morph Into An Orchestrated Race War [VIDEO]|fake|10
 Why The Latest Email Revelations May Help Clinton, Not Hurt Her|fake|10
Illinois fights potential hike in disabled care funding|true|9
 Betsy DeVos TOTALLY HUMILIATED During Keynote Speech At Historically Black University|true|10
Trump, South Korea's Hwang agree to strengthen defenses against North Korea: White House|fake|10
CIA says Russia intervened to help Trump win White House: Washington Post|true|10
Zimbabwe's Mugabe 'glowed' with relief after he quit: priest|true|10
Kentucky governor sues to close abortion clinic|true|9
TRUMP SUPPORTERS Will Get Extra Special Protection During Republican Convention [Video]|true|10
Hillary Clinton willing to add more presidential debates|true|10
U.N. condemns arrests of Congo opposition members|true|10
Nepal votes in landmark poll; army blames rogue Maoists for blasts|true|7
No indication Russia wants positive relationship with U.S.: Mattis|true|9
Zimbabwe's ruling party to hold rally as anti-Mugabe tide rises|fake|10
TRUMP TELLS THOUSANDS At FL Rally “Barack Hussein Obama Is Founder of ISIS…Hillary Is Co-Founder” [VIDEO]|fake|10
Supreme Court may take action on state assault weapon bans|true|10
BRUTALLY HONEST BILLBOARD Turns Heads In State With Exploding Muslim Immigrant Population|fake|10
MULTI-MILLIONAIRE #NFL PLAYERS Take Knee During National Anthem On 9-11 To Protest “OPPRESSION” Next To Armed Forces Who Risk Their Lives For Less Than 20K Per Year [VIDEO]|fake|10
Trump presidency could cost U.S. economy $1 trillion: Oxford Economics|true|7
 After Trump Attacked Obama, George Takei Stepped In And Tore Him A New One (TWEETS)|fake|10
Lebanon's Hariri must return home from Saudi to prove he is free: foreign minister|true|9
Three dead as Storm Ophelia batters Ireland|fake|9
THIS IS GREAT! ELECTORAL MAP Proves TRUMP Would Win If Election Held Today|fake|10
 Pantsuit Nation Just Made It EASY To Push For A Trump Investigation; Find Out HERE|fake|10
 ‘Make Rape Legal’ Blogger Whines To Cops From Mommy’s House Over Alleged Threats|fake|2
Nigeria says U.S. agrees delayed $593 million fighter plane sale|fake|6
In Wyoming, Cruz shows edge over Trump in grasp of nuances of White House race|true|10
